team_name,country_code,confederation,fifa_rank,fifa_points,wins_last_10_matches,losses_last_10_matches,draws_last_10_matches,win_rate_last_year,goals_scored_avg,goals_conceded_avg,clean_sheets_last_10,shots_per_game,shots_on_target_ratio,avg_player_rating,star_players_count,market_value_million_eur,experience_avg_caps,coach_experience_years,recent_form_score,possession_avg,passing_accuracy,host_advantage,travel_distance_avg,climate_similarity_score,winner
Croatia,CRO,UEFA,15,1810.4,5,2,3,0.595,1.67,0.71,3,13.1,0.387,85.4,2,513.0,40,10,6.9,54.4,81.7,0,8.7,0.59,1
Argentina,ARG,CONMEBOL,6,1823.7,6,2,2,0.662,2.18,0.45,5,17.7,0.543,83.1,5,964.0,51,8,8.3,66.8,90.1,0,5.7,0.75,0
New Zealand,NZL,OFC,42,1575.6,4,4,2,0.38,0.75,1.23,0,7.9,0.284,71.1,1,268.0,25,3,3.8,46.5,73.7,0,14.7,0.46,0
England,ENG,UEFA,2,1950.1,7,0,3,0.806,2.57,0.45,6,15.1,0.465,86.1,3,1120.0,61,21,8.3,59.9,88.1,0,5.8,0.5,1
New Zealand,NZL,OFC,45,1425.3,3,6,1,0.287,0.73,1.8,1,7.4,0.306,74.5,0,373.0,15,4,5.5,43.9,75.7,0,12.4,0.52,1
Wales,WAL,UEFA,46,1445.5,1,4,5,0.342,0.92,2.01,2,7.1,0.228,75.5,1,261.0,35,7,5.0,41.7,74.8,0,6.4,0.67,0
Ghana,GHA,CAF,43,1413.1,4,5,1,0.262,0.65,1.43,2,7.9,0.252,71.5,2,270.0,31,9,2.3,40.7,71.3,0,10.3,0.45,0
China,CHN,AFC,31,1555.9,4,6,0,0.42,1.26,1.26,2,9.6,0.353,71.8,0,252.0,29,6,4.7,48.6,75.3,0,8.7,0.45,0
New Zealand,NZL,OFC,42,1433.2,4,7,0,0.428,1.13,1.38,1,8.7,0.327,73.9,0,341.0,27,4,3.7,46.4,73.6,0,12.1,0.43,1
Qatar,QAT,AFC,50,1421.4,2,4,4,0.444,1.29,1.3,1,9.5,0.297,74.6,0,278.0,32,8,4.5,43.6,73.2,0,9.5,0.48,0
Uruguay,URU,CONMEBOL,10,1809.9,6,2,2,0.693,2.06,1.03,3,16.3,0.401,79.1,4,649.0,45,14,7.7,53.9,86.5,0,4.7,0.79,0
Saudi Arabia,KSA,AFC,34,1560.7,1,7,2,0.362,0.85,1.83,0,8.6,0.358,71.6,1,279.0,27,7,2.7,44.7,72.0,0,11.8,0.5,0
Brazil,BRA,CONMEBOL,5,1963.2,7,2,1,0.685,2.21,0.86,7,19.7,0.535,84.1,4,721.0,47,21,7.8,62.7,92.6,0,4.2,0.78,1
South Korea,KOR,AFC,33,1528.9,5,3,2,0.505,1.32,1.47,1,12.8,0.381,77.3,3,395.0,33,9,4.9,55.2,77.9,0,9.4,0.35,0
USA,USA,CONCACAF,30,1692.6,3,4,3,0.595,1.01,1.47,3,10.1,0.323,78.6,3,432.0,25,3,8.4,50.4,79.9,1,1.5,0.92,1
Austria,AUT,UEFA,25,1549.2,3,2,5,0.416,1.37,1.35,1,11.5,0.408,78.0,3,294.0,43,11,4.8,46.2,77.1,0,6.7,0.75,0
Austria,AUT,UEFA,17,1707.7,5,4,1,0.506,1.36,0.81,3,10.6,0.383,78.1,1,549.0,44,3,6.6,51.6,77.2,0,8.0,0.72,1
Australia,AUS,AFC,21,1689.5,5,3,2,0.518,1.19,1.46,3,9.7,0.367,75.0,3,494.0,44,8,4.5,55.2,78.1,0,8.3,0.51,0
Costa Rica,CRC,CONCACAF,50,1563.2,1,7,2,0.367,1.15,1.78,0,9.4,0.275,75.6,2,323.0,28,6,3.2,49.2,76.6,0,1.1,0.87,1
Algeria,ALG,CAF,39,1484.3,3,4,3,0.396,1.09,1.45,0,9.3,0.329,71.3,2,271.0,24,10,5.4,48.3,78.8,0,8.4,0.49,0
Argentina,ARG,CONMEBOL,1,1917.5,9,2,0,0.8,1.87,0.8,6,14.6,0.484,87.2,5,994.0,65,25,8.8,64.6,92.0,0,7.7,0.55,1
Portugal,POR,UEFA,13,1767.9,8,1,1,0.623,1.5,1.2,3,15.7,0.415,84.7,3,799.0,39,17,7.1,53.4,89.5,0,7.9,0.45,0
Brazil,BRA,CONMEBOL,6,1786.0,9,2,0,0.697,2.78,0.73,7,15.7,0.448,85.3,5,1109.0,42,22,8.8,65.0,92.8,0,6.3,0.72,1
Chile,CHI,CONMEBOL,42,1486.2,4,7,0,0.426,1.15,1.93,0,7.1,0.284,72.3,0,214.0,29,4,3.3,44.9,70.8,0,5.0,0.69,0
Senegal,SEN,CAF,14,1691.6,5,3,2,0.533,1.19,1.05,1,9.1,0.311,79.9,3,401.0,29,7,4.7,48.0,76.8,0,9.6,0.4,1
Paraguay,PAR,CONMEBOL,32,1405.3,3,6,1,0.379,0.98,1.71,0,8.2,0.228,73.3,2,246.0,34,3,2.8,49.9,73.7,0,4.8,0.61,1
Germany,DEU,UEFA,9,1803.0,8,2,0,0.576,2.13,1.06,4,16.9,0.452,81.0,3,468.0,42,7,7.8,53.3,83.5,0,7.3,0.57,1
France,FRA,UEFA,8,1823.4,7,1,2,0.758,2.75,0.86,4,19.3,0.512,89.3,5,722.0,54,16,7.4,59.9,88.6,0,7.3,0.63,1
Costa Rica,CRC,CONCACAF,31,1449.7,2,7,1,0.377,0.96,1.24,2,6.3,0.352,71.5,0,270.0,25,4,3.8,43.0,77.9,0,1.3,0.85,1
Paraguay,PAR,CONMEBOL,35,1433.9,1,6,3,0.449,1.28,1.98,0,9.1,0.286,70.6,0,228.0,17,7,5.2,48.5,79.9,0,6.8,0.74,0
Belgium,BEL,UEFA,16,1803.4,5,1,4,0.666,1.94,0.9,4,14.7,0.407,82.2,3,817.0,40,14,8.2,56.0,87.6,0,7.8,0.55,1
Colombia,COL,CONMEBOL,12,1728.1,6,1,3,0.708,2.03,1.04,5,16.3,0.381,80.3,4,631.0,42,20,7.9,53.4,88.0,0,6.1,0.72,1
England,ENG,UEFA,5,1899.5,9,2,0,0.68,1.99,0.96,7,16.8,0.498,86.3,4,716.0,50,25,7.5,64.0,92.5,0,5.6,0.73,0
Ivory Coast,CIV,CAF,41,1457.4,4,4,2,0.223,1.09,1.24,0,7.0,0.243,70.0,0,313.0,35,3,5.1,42.6,71.9,0,8.7,0.42,0
Belgium,BEL,UEFA,9,1681.3,6,1,3,0.59,1.52,0.98,4,13.3,0.374,81.2,3,711.0,48,10,7.5,56.9,86.2,0,7.5,0.52,0
Denmark,DEN,UEFA,17,1613.3,5,2,3,0.588,1.34,0.88,1,12.6,0.385,79.4,2,322.0,32,9,5.9,55.5,75.0,0,5.5,0.61,0
Argentina,ARG,CONMEBOL,1,1993.2,9,0,1,0.768,2.35,0.68,6,14.4,0.461,85.4,4,905.0,60,13,8.8,67.7,89.3,0,6.9,0.76,1
Chile,CHI,CONMEBOL,42,1454.3,1,5,4,0.324,1.03,1.27,0,8.1,0.276,74.1,2,224.0,29,8,3.4,43.2,73.0,0,6.5,0.64,0
England,ENG,UEFA,5,1854.5,7,0,3,0.757,2.45,0.61,6,16.9,0.432,85.0,4,742.0,64,25,7.9,56.2,92.7,0,8.9,0.53,1
USA,USA,CONCACAF,18,1631.3,4,2,4,0.48,1.59,1.11,4,12.8,0.388,78.5,1,290.0,34,5,6.4,47.8,79.0,1,2.5,0.73,1
Austria,AUT,UEFA,24,1547.2,4,2,4,0.551,1.17,1.17,2,11.1,0.361,80.7,2,278.0,37,14,6.8,49.7,84.9,0,7.1,0.54,1
Nigeria,NGA,CAF,43,1401.7,2,5,3,0.231,0.72,1.42,1,7.2,0.267,76.6,2,201.0,18,10,2.8,42.7,74.1,0,7.3,0.48,1
Ivory Coast,CIV,CAF,50,1549.5,1,6,3,0.376,1.17,1.74,1,10.1,0.283,76.0,1,367.0,32,8,4.0,46.9,73.6,0,10.6,0.42,1
Mexico,MEX,CONCACAF,24,1515.1,3,4,3,0.424,1.69,0.81,3,12.4,0.347,76.8,1,460.0,30,8,5.9,55.2,75.1,1,2.2,0.78,1
Nigeria,NGA,CAF,36,1443.7,2,5,3,0.409,0.91,1.93,1,10.0,0.251,71.9,2,278.0,32,5,3.2,41.7,78.8,0,9.2,0.32,0
England,ENG,UEFA,6,1970.3,8,2,0,0.786,2.01,0.88,6,18.3,0.497,88.4,4,825.0,53,9,7.0,59.6,88.2,0,7.5,0.72,1
Colombia,COL,CONMEBOL,9,1817.2,6,3,1,0.673,1.97,1.16,3,13.3,0.401,82.5,4,711.0,47,13,5.6,53.8,82.5,0,4.2,0.63,1
Argentina,ARG,CONMEBOL,5,1854.9,6,1,3,0.729,2.51,0.44,4,18.7,0.541,87.4,4,1173.0,47,16,9.3,58.5,92.8,0,7.3,0.63,1
Denmark,DEN,UEFA,23,1572.2,3,4,3,0.436,1.05,1.23,1,12.3,0.358,77.3,2,471.0,31,13,4.8,47.6,77.2,0,6.4,0.67,0
Colombia,COL,CONMEBOL,14,1675.6,7,3,0,0.588,2.12,0.89,4,12.4,0.445,79.1,2,502.0,48,11,7.4,55.8,86.5,0,5.7,0.64,1
Ivory Coast,CIV,CAF,28,1410.1,3,6,1,0.235,0.56,1.79,1,9.0,0.326,72.1,0,373.0,18,3,4.0,44.2,79.5,0,10.8,0.26,0
Brazil,BRA,CONMEBOL,2,1973.5,8,0,2,0.708,1.96,0.49,3,14.7,0.469,84.3,5,1142.0,58,8,9.2,62.7,91.0,0,7.6,0.61,0
Uruguay,URU,CONMEBOL,5,1675.4,6,3,1,0.592,1.67,1.18,4,13.2,0.372,82.9,3,637.0,43,7,7.3,51.3,80.8,0,4.1,0.74,1
USA,USA,CONCACAF,30,1713.1,5,2,3,0.575,1.6,1.41,3,12.2,0.307,79.0,3,313.0,32,15,6.8,52.5,80.6,1,1.2,0.86,0
Ivory Coast,CIV,CAF,48,1433.8,1,6,3,0.365,1.0,1.62,0,10.0,0.238,70.7,1,374.0,25,3,3.4,48.2,75.1,0,7.2,0.42,0
Wales,WAL,UEFA,40,1463.2,3,7,0,0.36,0.62,1.47,2,6.5,0.345,70.1,2,349.0,23,9,4.0,48.4,78.5,0,7.3,0.53,0
